Alliance,Association,CaCode,MCVAboveAlliance,SumOfCountOfSurveyID,Inactivated,CaCodeUpdate,AllianceUpdate,AssociationUpdate,InactivationType,LineageNewCaCode
Nassella spp. – Melica spp.,Nassella pulchra – Lolium perenne – Plantago erecta Serpentine,41.151.04,,56,FALSE,,,,,
Nassella spp. – Melica spp.,Nassella pulchra – Melica californica – Annual Grass,41.150.09,,7,FALSE,,,,,
Nassella spp. – Melica spp.,Nassella pulchra – Plantago lanceolata,41.151.05,,3,TRUE,,,,Split,"41.150.05, 41.150.04, 41.150.01"
Nassella spp. – Melica spp.,"Poa secunda – (Trifolium gracilentum, willdenovii)",41.151.07,,15,FALSE,,,,,
Navarretia leucocephala ssp. minima – Plagiobothrys cusickii,,43.000.00,,15,FALSE,,,,,
Navarretia leucocephala ssp. minima – Plagiobothrys cusickii,"Marsilea oligospora – Eleocharis (acicularis, bella)",43.000.02,,3,FALSE,,,,,
Navarretia leucocephala ssp. minima – Plagiobothrys cusickii,Polygonum polygaloides – Downingia bacigalupii,43.000.03,,3,FALSE,,,,,
Navarretia leucocephala ssp. minima – Plagiobothrys cusickii,Taraxia tanacetifolia – Iva axillaris,43.000.01,,21,FALSE,,,,,
North American Desert Tree Garden,Tamarix aphylla Planted,,,3,FALSE,,,,,
North American Desert Tree Garden Cultural Type,Tamarix aphylla Scrub Plantation,n/a,,3,FALSE,,,,,
Notholithocarpus densiflorus,,73.100.00,,1,FALSE,,,,,
Notholithocarpus densiflorus,Notholithocarpus densiflorus,73.100.21,,19,FALSE,,,,,
Notholithocarpus densiflorus,Notholithocarpus densiflorus – Arbutus menziesii,73.100.03,,26,FALSE,,,,,
Notholithocarpus densiflorus,Notholithocarpus densiflorus – Quercus chrysolepis,73.100.17,,2,FALSE,,,,,
Notholithocarpus densiflorus,Notholithocarpus densiflorus / Vaccinium ovatum,73.100.09,,5,FALSE,,,,,
Nuphar lutea,Nuphar lutea ssp. polysepala,52.124.01,,1,FALSE,,,,,
Nuphar spp. – Potamogeton spp. – Lemna spp. Freshwater Aquatic,Nuphar lutea ssp. polysepala,52.124.01,,1,FALSE,,,,,
Nuphar spp. – Potamogeton spp. – Lemna spp. Freshwater Aquatic,Nuphar lutea ssp. polysepela,52.124.01,,2,FALSE,,,,,
Nuphar spp. – Potamogeton spp. – Lemna spp. Freshwater Aquatic,Potamogeton spp.,52.107.02,,1,FALSE,,,,,
Nuphar spp. – Potamogeton spp. – Lemna spp. Freshwater Aquatic [pending],Nuphar lutea ssp. polysepala,52.124.01,,4,FALSE,,,,,
Oenanthe sarmentosa,Oenanthe sarmentosa,52.119.01,,7,FALSE,,,,,
Opuntia littoralis,Cylindropuntia prolifera – Mixed Coastal Scrub,32.150.03,,3,FALSE,,,,,
Opuntia littoralis,Opuntia littoralis – Mixed Coastal Sage Scrub,32.150.02,,1,FALSE,,,,,
Opuntia littoralis,Opuntia littoralis – Mixed Coastal Scrub,32.150.02,,12,FALSE,,,,,
Opuntia littoralis – Opuntia oricola – Cylindropuntia prolifera,,32.150.00,,1,FALSE,,,,,
Opuntia littoralis – Opuntia oricola – Cylindropuntia prolifera,Alliance Only,32.150.00,,1,FALSE,,,,,
Opuntia littoralis – Opuntia oricola – Cylindropuntia prolifera,Cylindropuntia prolifera – Mixed Coastal Scrub,32.150.03,,1,FALSE,,,,,
Opuntia littoralis – Opuntia oricola – Cylindropuntia prolifera,Opuntia littoralis,32.150.02,,10,FALSE,,,,,
Opuntia littoralis – Opuntia oricola – Cylindropuntia prolifera,Opuntia oricola,32.150.04,,1,FALSE,,,,,
Parkinsonia florida – Olneya tesota,,61.545.00,,218,FALSE,,,,,
Parkinsonia florida – Olneya tesota,Olneya tesota,61.545.01,,3,FALSE,,,,,
Parkinsonia florida – Olneya tesota,Parkinsonia florida,61.545.05,,12,FALSE,,,,,
Parkinsonia florida – Olneya tesota,Parkinsonia florida – Olneya tesota / Cylindropuntia munzii,61.545.12,,4,FALSE,,,,,
Pennisetum setaceum – Pennisetum ciliare,Pennisetum setaceum,42.085.01,,1,FALSE,,,,,
Penstemon newberryi,Penstemon newberryi,45.415.05,,4,FALSE,,,,,
Persicaria lapathifolia – Xanthium strumarium,Bidens frondosa,42.207.04,,1,FALSE,,,,,
Peucephyllum schottii – Pleurocoronis pluriseta,Peucephyllum schottii – Pleurocoronis pluriseta – Eucnide urens,33.265.01,,11,FALSE,,,,,
Peucephyllum schottii – Pleurocoronis pluriseta [pending],,33.265.00,,9,FALSE,,,,,
Peucephyllum schottii – Pleurocoronis pluriseta [pending],Peucephyllum schottii – Pleurocoronis pluriseta – Eucnide urens,33.265.01,,5,FALSE,,,,,
Phalaris aquatica – Phalaris arundinacea,Phalaris aquatica,42.051.02,,12,FALSE,,,,,
Phalaris aquatica – Phalaris arundinacea,Phalaris aquatica – Avena barbata,42.051.03,,2,TRUE,,,,Lumped,42.051.02
Phalaris aquatica – Phalaris arundinacea,Phalaris arundinacea,42.051.04,,3,FALSE,,,,,
Phalaris aquatica – Phalaris arundinacea,"Thinopyrum (ponticum, intermedium)",42.051.05,,5,FALSE,,,,,
Phlox covillei – Ericameria discoidea,Ericameria discoidea – Phacelia hastata,38.120.03,,4,FALSE,,,,,
Phoenix dactylifera – Washingtonia filifera,Phoenix dactylifera,79.300.01,,16,FALSE,,,,,
Phoenix dactylifera – Washingtonia filifera,Washingtonia filifera / spring,79.300.02,,20,FALSE,,,,,
Phragmites australis,,41.061.00,,3,TRUE,,,,Merged,42.081.00
Phragmites australis – Arundo donax,,42.081.00,,24,FALSE,,,,,
Phragmites australis – Arundo donax,Phragmites australis Western Ruderal,41.061.01,,6,FALSE,,,,,
Phyllodoce breweri,,45.402.00,,10,FALSE,,,,,
Phyllodoce breweri,Phyllodoce breweri – Juncus parryi,45.402.01,,2,FALSE,,,,,
Phyllodoce breweri,Phyllodoce breweri – Vaccinium cespitosum,45.405.01,,3,FALSE,,,,,
Pinus albicaulis,,87.180.00,,7,FALSE,,,,,
Pinus albicaulis,Pinus albicaulis – Tsuga mertensiana,87.180.07,,4,FALSE,,,,,
Pinus albicaulis,Pinus albicaulis / Carex filifolia,87.180.08,,16,FALSE,,,,,
Pinus albicaulis,Pinus albicaulis / Carex rossii,87.180.09,,2,FALSE,,,,,
Pinus albicaulis,Pinus albicaulis / Holodiscus discolor,87.180.04,,4,FALSE,,,,,
Pinus albicaulis,"Pinus contorta ssp. murrayana – Pinus albicaulis / Carex (filifollia, rossii)",87.180.11,,8,FALSE,,,,,
Pinus attenuata,,87.100.00,,4,FALSE,,,,,
Pinus attenuata,Pinus attenuata / Arctostaphylos (crustacea),87.100.10,,14,FALSE,,,,,
Pinus attenuata,"Pinus attenuata / Arctostaphylos (manzanita, canescens)",87.100.09,,20,FALSE,,,,,
Pinus balfouriana,,87.150.00,,8,FALSE,,,,,
Pinus balfouriana,Pinus balfouriana,87.150.01,,55,FALSE,,,,,
Pinus balfouriana,Pinus balfouriana – Pinus albicaulis,87.150.05,,11,FALSE,,,,,
Pinus balfouriana,Pinus balfouriana – Pinus monticola,87.150.06,,14,FALSE,,,,,
Pinus balfouriana,Pinus balfouriana / Chrysolepis sempervirens,87.150.03,,19,FALSE,,,,,
Pinus contorta ssp. contorta,Pinus contorta ssp. contorta,87.060.01,,2,FALSE,,,,,
Pinus contorta ssp. murrayana,,87.080.00,,119,FALSE,,,,,
Pinus contorta ssp. murrayana,Pinus contorta ssp. murrayana,87.080.01,,13,FALSE,,,,,
Pinus contorta ssp. murrayana,Pinus contorta ssp. murrayana – Pinus albicaulis / Carex filifolia,87.080.17,,2,TRUE,,,,Merged,87.180.11
Pinus contorta ssp. murrayana,Pinus contorta ssp. murrayana – Pinus albicaulis / Carex rossii,87.080.11,,5,TRUE,,,,Merged,87.180.11
Pinus contorta ssp. murrayana,Pinus contorta ssp. murrayana / Artemisia tridentata,87.080.02,,3,FALSE,,,,,
Pinus contorta ssp. murrayana,Pinus contorta ssp. murrayana / Carex filifolia,87.080.10,,28,FALSE,,,,,
Pinus contorta ssp. murrayana,Pinus contorta ssp. murrayana / Carex rossii,87.080.06,,21,FALSE,,,,,
Pinus contorta ssp. murrayana,Pinus contorta ssp. murrayana / Carex spp.,87.080.13,,3,FALSE,,,,,
Pinus contorta ssp. murrayana,Pinus contorta ssp. murrayana / Ligusticum grayi,87.080.03,,2,FALSE,,,,,
Pinus contorta ssp. murrayana,Pinus contorta ssp. murrayana / Rhododendron columbianum – Phyllodoce breweri,87.080.14,,2,FALSE,,,,,
Pinus contorta ssp. murrayana,Pinus contorta ssp. murrayana / Vaccinium uliginosum,87.080.09,,2,FALSE,,,,,
Pinus coulteri,,,,1,FALSE,87.090.00,,,,
Pinus coulteri,,87.090.00,,7,FALSE,,,,,
Pinus coulteri,Pinus coulteri – Quercus chrysolepis,87.090.04,,9,FALSE,,,,,
Pinus coulteri,"Pinus coulteri / Arctostaphylos (auriculata, manzanita)",87.090.07,,4,FALSE,,,,,
Pinus edulis,Pinus edulis – Juniperus osteosperma / Quercus turbinella,87.050.01,,8,FALSE,,,,,
Pinus flexilis,Pinus flexilis / Artemisia tridentata,87.160.04,,6,FALSE,,,,,
Pinus jeffreyi,,,,1,FALSE,87.020.00,,,,
Pinus jeffreyi,,87.020.00,,30,FALSE,,,,,
Pinus jeffreyi,Pinus jeffreyi,87.020.07,,4,FALSE,,,,,
Pinus jeffreyi,Pinus jeffreyi – (Abies concolor) / Symphoricarpos rotundifolius / Elymus elymoides,87.205.07,,1,FALSE,,,,,
Pinus jeffreyi,Pinus jeffreyi – Abies concolor,87.020.30,,12,FALSE,,,,,
Pinus jeffreyi,Pinus jeffreyi – Abies concolor / Symphoricarpos rotundifolius / Elymus elymoides,87.205.07,,1,FALSE,,,,,
Pinus jeffreyi,Pinus jeffreyi – Abies magnifica,87.020.39,,11,FALSE,,,,,
Pinus jeffreyi,Pinus jeffreyi – Pinus monophylla,87.020.26,,15,FALSE,,,,,
Pinus jeffreyi,Pinus jeffreyi – Quercus kelloggii,87.020.25,,3,FALSE,,,,,
Pinus jeffreyi,Pinus jeffreyi / Arctostaphylos patula,87.020.09,,47,FALSE,,,,,
Pinus jeffreyi,Pinus jeffreyi / Arctostaphylus patula,87.020.09,,4,FALSE,,,,,
Pinus jeffreyi,Pinus jeffreyi / Ceanothus cordulatus,87.020.10,,8,FALSE,,,,,
Pinus jeffreyi,Pinus jeffreyi / Ceanothus prostratus,87.020.41,,1,FALSE,,,,,
Pinus jeffreyi,Pinus jeffreyi / Cercocarpus ledifolius,87.020.17,,1,FALSE,,,,,
Pinus jeffreyi,Pinus jeffreyi / Purshia tridentata var. tridentata,87.020.21,,4,FALSE,,,,,
Pinus jeffreyi,Pinus jeffreyi / Quercus vacciniifolia,87.020.08,,2,FALSE,,,,,
Pinus jeffreyi,Pinus jeffreyi / Wyethia mollis,87.020.42,,2,FALSE,,,,,
Pinus lambertiana,,87.206.00,,1,FALSE,,,,,
Pinus longaeva,,87.140.00,,2,FALSE,,,,,
Pinus longaeva,"Pinus longaeva / (Ericameria discoidea, Ribes spp.)",87.140.03,,8,FALSE,,,,,
Pinus monophylla – (Juniperus osteosperma),,87.040.00,,127,FALSE,,,,,
Pinus monophylla – (Juniperus osteosperma),Pinus monophylla – (Juniperus osteosperma) / Artemisia tridentata,87.040.16,,46,FALSE,,,,,
Pinus monophylla – (Juniperus osteosperma),Pinus monophylla – (Juniperus osteosperma) / Cercocarpus intricatus,87.040.17,,8,FALSE,,,,,
Pinus monophylla – (Juniperus osteosperma),Pinus monophylla – (Juniperus osteosperma) / Cercocarpus ledifolius,87.040.12,,5,FALSE,,,,,
Pinus monophylla – (Juniperus osteosperma),Pinus monophylla – (Juniperus osteosperma) / Quercus turbinella,87.040.19,,12,FALSE,,,,,
Pinus monophylla – (Juniperus osteosperma),Pinus monophylla – (Juniperus osteosperma) / Sparse Understory,87.040.21,,3,FALSE,,,,,
Pinus monophylla – (Juniperus osteosperma),Pinus monophylla – Juniperus osteosperma / Artemisia nova,87.040.07,,24,FALSE,,,,,
Pinus monophylla – (Juniperus osteosperma),Pinus monophylla – Juniperus osteosperma / Coleogyne ramosissima,87.040.20,,10,FALSE,,,,,
Pinus monophylla – (Juniperus osteosperma),Pinus monophylla – Juniperus osteosperma / Purshia stansburiana,87.040.13,,6,FALSE,,,,,
Pinus monophylla – (Juniperus osteosperma),Pinus monophylla – Juniperus osteosperma / Sparse Understory,87.040.21,,2,FALSE,,,,,
Pinus monophylla – (Juniperus osteosperma),Pinus monophylla / Artemisia tridentata / Elymus elymoides,87.040.15,,23,FALSE,,,,,
Pinus monophylla – (Juniperus osteosperma),Pinus monophylla / Eriogonum fasciculatum,87.040.22,,10,FALSE,,,,,
Pinus monophylla – (Juniperus osteosperma),Pinus monophylla / Garrya flavescens,87.040.05,,11,FALSE,,,,,
Pinus monophylla – (Juniperus osteosperma),Pinus monophylla / Prunus fasciculata – Rhus trilobata,87.040.10,,24,FALSE,,,,,
Pinus monophylla – (Juniperus osteosperma),Pinus monophylla / Quercus cornelius-mulleri,87.040.18,,5,FALSE,,,,,
Pinus monophylla – (Juniperus osteosperma),Pinus monophylla / Quercus john-tuckeri,87.040.23,,17,FALSE,,,,,
Pinus monophylla – (Juniperus osteosperma),Pinus monophylla / Ribes velutinum,87.040.11,,14,FALSE,,,,,
Pinus monticola,,87.170.00,,11,FALSE,,,,,
Pinus monticola,Pinus monticola – Pinus contorta ssp. murrayana,87.170.07,,20,FALSE,,,,,
Pinus monticola,Pinus monticola / Achnatherum occidentale,87.170.06,,1,FALSE,,,,,
Pinus monticola,Pinus monticola / Arctostaphylos nevadensis,87.170.02,,6,FALSE,,,,,
Pinus muricata,Pinus muricata – Chrysolepis chrysophylla / Arctostaphylos nummularia,87.070.11,,27,FALSE,,,,,
Pinus muricata – Pinus radiata,Pinus muricata,87.240.03,,7,FALSE,,,,,
Pinus muricata – Pinus radiata,Pinus muricata – (Arbutus menziesii) / Vaccinium ovatum,87.070.01,,12,FALSE,,,,,
Pinus muricata – Pinus radiata,Pinus muricata – Hesperocyparis pigmaea,87.070.10,,1,TRUE,,,,Merged,81.400.08
Pinus muricata – Pinus radiata,Pinus muricata / Ceanothus thyrsiflorus – Baccharis pilularis,87.240.05,,1,FALSE,,,,,
Pinus muricata – Pinus radiata,Pinus radiata,87.240.04,,2,FALSE,,,,,
Pinus muricata – Pinus radiata,Pinus radiata – Quercus agrifolia / Toxicodendron diversilobum,87.110.04,,3,FALSE,,,,,
Pinus muricata – Pinus radiata,Pinus radiata / Toxicodendron diversilobum,87.110.02,,3,FALSE,,,,,
Pinus ponderosa,,87.010.00,,18,FALSE,,,,,
Pinus ponderosa,Pinus ponderosa – (Quercus agrifolia – Arbutus menziesii),87.010.58,,4,FALSE,,,,,
Pinus ponderosa,Pinus ponderosa / Chorizanthe pungens,87.010.59,,18,FALSE,,,,,
Pinus ponderosa – Calocedrus decurrens,,87.015.00,,7,TRUE,,,,Merged,87.005.00
Pinus ponderosa – Calocedrus decurrens,Pinus ponderosa – Calocedrus decurrens – Quercus kelloggii,87.015.02,,27,FALSE,,,,,
Pinus ponderosa – Calocedrus decurrens,Pinus ponderosa – Calocedrus decurrens (mixed conifer) – Quercus chrysolepis / Chamaebatia foliolosa,87.015.04,,7,FALSE,,,,,
Pinus ponderosa – Calocedrus decurrens,Pinus ponderosa – Calocedrus decurrens / Ceanothus prostratus,87.015.10,,9,FALSE,,,,,
Pinus ponderosa – Calocedrus decurrens,Pinus ponderosa – Calocedrus decurrens / Chamaebatia foliolosa,87.015.03,,11,FALSE,,,,,
Pinus ponderosa – Calocedrus decurrens – Pseudotsuga menziesii,,87.005.00,,13,FALSE,,,,,
Pinus ponderosa – Calocedrus decurrens – Pseudotsuga menziesii,Pinus ponderosa – (Calocedrus decurrens) stream terrace,87.010.38,,2,FALSE,,,,,
Pinus ponderosa – Calocedrus decurrens – Pseudotsuga menziesii,Pinus ponderosa – Calocedrus decurrens – Quercus kelloggii,87.015.02,,7,FALSE,,,,,
Pinus ponderosa – Calocedrus decurrens – Pseudotsuga menziesii,Pinus ponderosa – Calocedrus decurrens / Ceanothus prostratus,87.015.10,,2,FALSE,,,,,
Pinus ponderosa – Calocedrus decurrens – Pseudotsuga menziesii,Pinus ponderosa – Pseudotsuga menziesii,82.400.04,,1,FALSE,,,,,
Pinus ponderosa – Calocedrus decurrens – Pseudotsuga menziesii,Pinus ponderosa – Pseudotsuga menziesii – Calocedrus decurrens,82.400.02,,8,FALSE,,,,,
Pinus ponderosa – Calocedrus decurrens – Pseudotsuga menziesii,Pinus ponderosa – Pseudotsuga menziesii – Quercus chrysolepis / Galium bolanderi,82.400.09,,3,FALSE,,,,,
Pinus ponderosa – Calocedrus decurrens – Pseudotsuga menziesii,Pinus ponderosa – Pseudotsuga menziesii / Purshia tridentata var. tridentata / Wyethia mollis,82.400.06,,1,FALSE,,,,,
Pinus ponderosa – Pseudotsuga menziesii,Pinus ponderosa – Pseudotsuga menziesii,82.400.04,,1,FALSE,,,,,
Pinus ponderosa / Shrub Understory,,87.125.00,,9,FALSE,,,,,
Pinus ponderosa / Shrub Understory,"Pinus (jeffreyi, ponderosa) – Juniperus occidentalis",,,29,FALSE,87.125.04,,,,
Pinus ponderosa / Shrub Understory,"Pinus (jeffreyi, ponderosa) / (Ceanothus prostratus – Purshia tridentata)",87.125.04,,9,FALSE,,,,,
Pinus ponderosa / Shrub Understory,Pinus jeffreyi / Artemisia tridentata ssp. vaseyana / Festuca idahoensis,87.020.19,,4,FALSE,,,,,
Pinus ponderosa / Shrub Understory,Pinus ponderosa – Juniperus occidentalis / Artemisia tridentata – Purshia tridentata,87.125.06,,7,FALSE,,,,,
Pinus ponderosa / Shrub Understory,Pinus ponderosa / Arctostaphylos patula – Purshia tridentata,87.125.05,,5,FALSE,,,,,
Pinus quadrifolia,,87.030.00,,1,FALSE,,,,,
Pinus sabiniana,,,,45,FALSE,87.130.00,,,,
Pinus sabiniana,,87.130.00,,73,FALSE,,,,,
Pinus sabiniana,Pinus sabiniana – Juniperus californica / grass,87.130.02,,1,FALSE,,,,,
Pinus sabiniana,Pinus sabiniana – Quercus wislizeni / Ceanothus cuneatus,87.130.04,,1,TRUE,,,,Lumped,71.080.42
Pinus sabiniana,Pinus sabiniana / Adenostoma fasciculatum,87.130.07,,2,FALSE,,,,,
Pinus sabiniana,Pinus sabiniana / Arctostaphylos viscida,87.130.08,,1,FALSE,,,,,
Pinus sabiniana,Pinus sabiniana / Artemisia californica – Ceanothus ferrisiae – Heteromeles arbutifolia,87.130.06,,20,FALSE,,,,,
Pinus sabiniana,Pinus sabiniana / Ceanothus cuneatus – (Rhamnus ilicifolia),,,6,FALSE,87.130.10,,,,
Pinus sabiniana,Pinus sabiniana / Ceanothus cuneatus – (Rhamnus ilicifolia),87.130.10,,15,FALSE,,,,,
Pinus sabiniana,Pinus sabiniana / Ceanothus cuneatus / Plantago erecta,87.130.03,,1,FALSE,,,,,
Pinus sabiniana,Pinus sabiniana / Eriogonum fasciculatum,,,1,FALSE,87.130.14,,,,
Pinus sabiniana,Pinus sabiniana / herbaceous,87.130.16,,15,FALSE,,,,,
Pinus sabiniana,Pinus sabiniana / Quercus durata,87.130.17,,13,FALSE,,,,,
Pinus torreyana,,87.190.00,,9,FALSE,,,,,
Plagiobothrys nothofulvus,,43.300.00,,2,FALSE,,,,,
Plagiobothrys nothofulvus,Madia elegans – Plagiobothrys nothofulvus,43.300.04,,21,FALSE,,,,,
Plagiobothrys nothofulvus,Plagiobothrys nothofulvus,43.300.03,,4,FALSE,,,,,
Plagiobothrys nothofulvus,Plagiobothrys nothofulvus – Castilleja exserta – (Lupinus nanus),43.300.02,,6,FALSE,,,,,
Plagiobothrys nothofulvus,Plagiobothrys nothofulvus – Castilleja exserta – Lupinus nanus,43.300.02,,3,FALSE,,,,,
Plagiobothrys nothofulvus,Plagiobothrys nothofulvus – Daucus pusillus – Trifolium microcephalum,43.300.03,,63,FALSE,,,,,
Platanus racemosa,,61.310.00,,19,FALSE,,,,,
Platanus racemosa,Platanus racemosa – Populus fremontii / Salix lasiolepis,61.314.03,,7,FALSE,,,,,
Platanus racemosa,Platanus racemosa – Quercus agrifolia,61.312.01,,29,FALSE,,,,,
Platanus racemosa,Platanus racemosa – Quercus agrifolia – Populus fremontii – Salix laevigata,61.312.06,,1,TRUE,,,,Lumped,61.314.03
Platanus racemosa,Platanus racemosa – Salix laevigata,61.312.07,,1,TRUE,,,,Lumped,61.312.05
Platanus racemosa,Platanus racemosa / annual grass,61.311.03,,3,FALSE,,,,,
Platanus racemosa,Platanus racemosa / Baccharis salicifolia,61.313.01,,2,FALSE,,,,,
Platanus racemosa – Quercus agrifolia,,,,5,FALSE,61.310.00,,,,
Platanus racemosa – Quercus agrifolia,,61.310.00,,46,FALSE,,,,,
Platanus racemosa – Quercus agrifolia,Platanus racemosa – Aesculus californica,61.310.02,,13,FALSE,,,,,
Platanus racemosa – Quercus agrifolia,Platanus racemosa – Populus fremontii / Salix lasiolepis,61.314.03,,3,FALSE,,,,,
Platanus racemosa – Quercus agrifolia,Platanus racemosa – Quercus agrifolia,,,4,FALSE,61.312.01,,,,
Platanus racemosa – Quercus agrifolia,Platanus racemosa – Quercus agrifolia,61.312.01,,4,FALSE,,,,,
Platanus racemosa – Quercus agrifolia,Platanus racemosa – Quercus agrifolia – Populus fremontii – Salix laevigata,61.312.06,,1,TRUE,,,,Lumped,61.314.03
Platanus racemosa – Quercus agrifolia,Platanus racemosa – Quercus lobata,61.312.08,,13,FALSE,,,,,
Platanus racemosa – Quercus agrifolia,Platanus racemosa – Salix laevigata / Salix lasiolepis – Baccharis salicifolia,,,1,FALSE,61.312.05,,,,
Platanus racemosa – Quercus agrifolia,Platanus racemosa – Salix laevigata / Salix lasiolepis – Baccharis salicifolia,61.312.05,,8,FALSE,,,,,
Platanus racemosa – Quercus agrifolia,Platanus racemosa / annual grass,61.311.03,,14,FALSE,,,,,
Platanus racemosa – Quercus agrifolia,Platanus racemosa / Toxicodendron diversilobum,61.313.02,,3,FALSE,,,,,
Platanus racemosa – Quercus agrifolia,Quercus agrifolia / Salix lasiolepis,,,5,FALSE,71.060.47,,,,
Platanus racemosa – Quercus agrifolia,Quercus agrifolia / Salix lasiolepis,71.060.47,,13,FALSE,,,,,
Platanus racemosa – Quercus agrifolia,Umbellularia californica – Platanus racemosa,74.100.13,,4,FALSE,,,,,
Pleuraphis jamesii,Bouteloua eriopoda – Pleuraphis jamesii,41.610.06,,16,FALSE,,,,,
